161,"poging doodslag op zijn vrouw",Background
163,"orkaan Irma",Main
164,"Voor het eerst in 300 jaar woont er niemand meer op Barbuda",None
165,"De schade is compleet",None
166,"Een humanitaire ramp",None
167,"Orkaan Irma heeft niet alleen zowat alle gebouwen op Barbuda vernield",Main
168,"Orkaan Irma",Main
170,"Alle 1.800 werden geëvacueerd",Background
171,"Voor het eerst in eeuwen woont er niemand meer op de idyllische vakantiebestemming",None
172,"Kim Jong-un onthult zijn grote doel",Main
173,"De Noord-Koreaanse dictator Kim Jong-un heeft beloofd om de militaire macht van de Verenigde Staten te evenaren",Main
174,"de nieuwe rakettest van vrijdag",Background
175,"Vrijspraak van agent die zwarte man doodschoot",Main
177,"Manifestanten bekogelen agenten met stenen en flessen",Background
178,"politie zet traangas in",Background
179,"Er zijn vrijdagavond protesten uitgebroken in het Amerikaanse Saint Louis ( Missouri )",Main
180,"een politieagent werd vrijgesproken die een zwarte man had doodgeschoten",Main
181,"Honderden mensen trokken spontaan de straat op om te protesteren tegen de uitspraak van de rechter en de racistische politie",Main
182,"De politie heeft traangas ingezet om de manifestanten uit elkaar te drijven",Background
184,"begrafenis van vermoorde burgemeester Moeskroen",Main
185,"Duizenden mensen hebben zaterdagochtend de begrafenis van burgemeester Alfred Gadenne bijgewoond in Moeskroen",Main
186,"Talrijke politieke figuren tekenden present , onder wie premier Charles Michel , CDH-voorzitter Benoît Lutgen en PS-voorzitter Elio Di Rupo",None
187,"Griekse crisis",Background
188,"Van Overtveldt meeloper van Eurogroep",Main
189,"Jullie minister van Financiën was één van de grijze heren die met alles instemde",None
191,"Ook daar zaten alleen maar grijze mensen die alles goedkeurden wat de leiding zei",None
192,"Jullie minister ging op in de grijsheid van de eurogroep",None
193,"Dat zegt Yanis Varoufakis in een interview met de VRT , doelend op minister Johan Van Overtveldt ( N-VA )",None
194,"Trump geeft VN kritiek",Main
195,"eerste speech",Main
196,"De Amerikaanse president Donald Trump heeft voor het eerst de algemene vergadering van de Verenigde Naties toegesproken",Main
198,"was Trump erg kritisch voor de VN",Main
199,"Trump aan vooravond top : VN werkt slecht",Main
200,"De Amerikaanse president Donald Trump wil de Verenigde Naties hervormen",Main
201,"Het zijn harde woorden , die hij uitspreekt niet toevallig aan de vooravond van de jaarlijkse algemene vergadering van de VN die morgen in New York begint",Main
202,"de jaarlijkse algemene vergadering van de VN die morgen in New York begint",Background
203,"Trump gaat daar voor het eerst speechen",Background
205,"zijn honderden Iraniërs de afgelopen jaren vanuit Cyprus via ons land naar Groot-Brittannië gesmokkeld",Main
206,"De bende bracht een groot deel van hen eerst onder in vakantieparken in Mol",Background
207,"een reeks huiszoekingen",Background
208,"werd de bende mensensmokkelaars opgerold",Main
209,"Amerikaanse autoriteiten luisterden Trumps gewezen campagneleider af",Main
210,"Amerikaanse speurders hebben de gewezen campagneleider van Donald Trump , Paul Manafort , zowel vóór als na de Amerikaanse presidentsverkiezingen afgeluisterd",Main
212,"Het afluisteren gebeurde ook in een periode waarin Manafort vaak met - toen al president - Trump sprak , zo bericht CNN maandag",Background
213,"Het afluisteren",Main
214,"Duitsers zijn ' Mutti ' Merkel nog niet moe : op naar vierde ambtstermijn",Main
215,"Veel belangrijke verkiezingen in Europa dit jaar",Background
216,"is op 24 september Duitsland aan de beurt",Main
217,"Over de op haar laatste benen lopende verkiezingscampagne zijn de meningen verdeeld",None
219,"Behoeders van de democratische waarden zullen ze eerder beschaafd noemen",None
220,"het moet al heel slecht lopen , mocht bondskanselier Angela Merkel ( CDU / CSU ) na komende zondag niet aan een vierde ambtstermijn kunnen beginnen",Background
221,"zoon haatimam het land uitzetten",Main
222,"Theo Francken ( N-VA ) wil nu ook de zoon van de beruchte haatimam uit Verviers het land uitzetten",Main
223,"hij oproept om christenen te doden",Background
224,"christenen te doden",Background
226,"Rohingya kunnen veilig terugkeren",Main
227,"De regeringsleider van Myanmar , Aung San Suu Kyi , heeft in een toespraak gezegd dat alle Rohingya veilig naar haar land kunnen terugkeren",Main
228,"alle Rohingya veilig naar haar land kunnen terugkeren",Main
229,"Ze zei wel dat ze niet goed begrijpt waarom de mensen blijven vluchten",Background
230,"de mensen blijven vluchten",Background
231,"In de speech veroordeelde ze ook alle inbreuken op de mensenrechten",Background
233,"de Rohingya worden aangevallen door het leger",Background
234,"PS wil cannabis regulariseren",Main
235,"De PS heeft een wetsvoorstel ingediend in de Kamer voor de regularisering van cannabis",Main
236,"' Het aantal gebruikers gaat nog altijd in stijgende lijn",None
237,"Cannabis verbieden werkt niet '",None
238,"Noord-Korea volledig vernietigen",Main
240,"Trump wil geen oorlog",None
241,"Noord-Korea vernietigen",Main
242,"ontslag Boris Johnson",Main
243,"brexit-toespraak Theresa May",Main
244,"de fel geanticipeerde brexit-toespraak van premier Theresa May , aanstaande vrijdag in Firenze",Main
245,"denkt Johnson erover na , op te stappen als May niet zegt wat hij wil horen",Main
247,"vergiftiging",Background
248,"De FOD Financiën schort elke verkoop van alcoholische dranken via Fin Shop op",Main
249,"Dat bevestigt woordvoerder Francis Adyns aan VTM NIEUWS",None
250,"een Waalse man al sinds zaterdag in coma ligt na het drinken van Italiaanse wijn die hij had gekocht in de shop",Background
251,"In de fles bleek een grote hoeveelheid synthetische drugs te zitten",None
252,"Opnieuw zware aardbeving in Mexico",Main
254,"Het zuiden van Mexico is dinsdag getroffen door een aardbeving met een kracht van 7,1 op de schaal van Richter",Main
255,"zijn er al 149 slachtoffers geteld",Background
256,"Gebouwen zijn ingestort",Background
257,"er vond een grote explosie plaats bij een fabriek",Background
258,"Minstens acht kinderen kwamen om het leven toen een schoolgebouw instortte in Mexico-Stad",Background
259,"Elf kinderen zijn vermist",None
261,"De familie van Mario Diaz Martinez ( 42 ) , de man die afgelopen weekend gewond raakte bij een vechtpartij aan het Priester Daensplein in Aalst , dient een klacht in bij het Comité P.",Main
262,"de man die afgelopen weekend gewond raakte bij een vechtpartij aan het Priester Daensplein in Aalst",Background
263,"de man die afgelopen weekend gewond raakte bij een vechtpartij aan het Priester Daensplein in Aalst",Background
264,"Ze beschuldigt de politie van dubbel schuldig verzuim",Main
265,"het niet optreden na een zware vechtpartij",Background
266,"Solvay sluit miljardendeal met BASF",Main
268,"Het Belgische Solvay verkoopt zijn polyamide-activiteiten voor 1,6 miljard aan de Duitse chemie-reus BASF",Main
269,"Het chemiebedrijf zet daarmee een punt achter een jarenlange transformatie , weg van de traditionele kunststoffen",None
270,"Zeker 49 doden",Main
271,"opnieuw krachtige aardbeving in Mexico",Background
272,"mexico-stad",None
273,"Het zuiden van Mexico is gisteren omstreeks 15.15 uur plaatselijke tijd getroffen door een krachtige aardbeving",Background
275,"een veelvoud aan gewonden",Background
276,"Het hele gebouw bewoog van links naar rechts terwijl wij allemaal zes verdiepingen naar onder liepen via de trap , reageert HBvL-journalist Raoul Putzeys vanuit Mexico-Stad",None
277,"twee orkanen van categorie 5 op twee weken",Main
278,"Orkaan Maria , die is aangegroeid tot de zwaarste categorie 5 , passeerde over Saba",Background
279,"twee categorie-vijf-orkanen – Irma en Maria – op twee weken",Main
280,"Erdogan wil meer geld van Europa voor opvang Syrische vluchtelingen in Turkije",Main
282,"Turkije heeft meer geld nodig van de Europese Unie voor de opvang van de miljoenen Syrische en Iraakse vluchtelingen in het land",Main
283,"de opvang van de miljoenen Syrische en Iraakse vluchtelingen in het land",Main
284,"Dat zei de Turkse president Recep Tayyip Erdogan dinsdag aan de Algemene Vergadering van de Verenigde Naties in New York",Background
285,"We hebben onvoldoende hulp gekregen van de internationale gemeenschap , en zeker niet van de Europese Unie '",Background
286,"Britse premier May bereid om minstens 20 miljard euro te betalen aan EU voor Brexit",Main
287,"Brexit",Background
289,"de uitstap van het Verenigd Koninkrijk uit de Unie",Background
290,"Dat schrijft Financial Times dinsdag",None
291,"Minstens 100 Belgische minderjarigen verblijven in IS-gebied",Main
292,"In Syrië en Irak verblijven zeker honderd kinderen met minstens één Belgische ouder",Main
293,"Dat blijkt uit recente cijfers van het OCAD , dat de terreurdreiging analyseert",None
294,"De grote meerderheid is geboren in oorlogsgebied",Background
296,"N-VA wil stemplicht afschaffen",Main
297,"Partij heeft tweederdemeerderheid nodig om grondwet te wijzigen",None
298,"Regeringspartij N-VA dient een wetsvoorstel in",Main
299,"de stemplicht af te schaffen",Main
300,"Ze wil dat in twee stappen doen",None
301,"Eerst de ' absurde sancties ' afschaffen voor mensen die niet komen opdagen",None
303,"Daarna gaat N-VA op zoek naar een tweederdemeerderheid om de grondwet wijzigen , zodat de stemplicht definitief in de vuilnisbak gaat",None
304,"' De stemplicht is niet meer van deze tijd",None
305,"Met stemrecht krijg je een betere democratie '",None
306,"Vlaming in Mexico : Dacht dat ik duizelig werd",None
307,"een zware aardbeving",Main
308,"De Vlaming Bart Van Ruymbeke voelde de schokken tot in Mexico City",None
310,"De hele omgeving zit op dit moment nog zonder elektriciteit",Background
311,"Brusselse regering krijgt vertrouwen",Main
312,"De Brusselse regering heeft woensdag het vertrouwen gekregen van het Brussels Parlement",Main
313,"Dat gebeurde meerderheid ( 52 ) tegen oppositie ( 34 )",Background
314,"een onthouding van Ahmed El Khannouss van het CDH",Background
315,"Orkaan Maria legt heel Puerto Rico plat : volledig eiland zonder elektriciteit",Main
317,"Orkaan Maria maakte woensdag haar intrede in Puerto Rico waar ze door het land raasde aan een snelheid van 250 km / uur en heel wat ravage aanrichtte",Main
318,"NRC-correspondent in China verlaat krant",Main
319,"ernstige fouten",Background
320,"De NRC-correspondent in China , Oscar Garschagen , gaat weg bij de Nederlandse krant",Main
321,"Hij blijkt de afgelopen jaren ernstige fouten te hebben gemaakt tegen de journalistieke regels van NRC , meldt de krant woensdag op de website",Main
322,"Hij blijkt de afgelopen jaren ernstige fouten te hebben gemaakt tegen de journalistieke regels van NRC",Background
324,"Gastronoom na twee jaar verkocht",Main
325,"Italiaans restaurant Sinfonia komt in de plaats",Main
326,"Restaurant De Gastronoom is verkocht",Main
327,"Restaurant De Gastronoom is verkocht",Main
328,"Twee jaar na het faillissement heeft de Italiaanse familie Cangelli het gebouw gekocht",Main
329,"Twee jaar na het faillissement heeft de Italiaanse familie Cangelli het gebouw gekocht",Main
331,"Ze verhuizen hun restaurant Sinfonia van de Gentseweg in Sint-Eloois-Vijve naar de voormalige Gastronoom",Main
332,"Geen nood aan heronderhandeling atoomakkoord",Main
333,"atoomakkoord",Background
334,"Het atoomakkoord met Iran",Background
335,"er van een heronderhandeling geen sprake kan zijn",Main
336,"Braziliaans hooggerechtshof wijst beroep van Temer af",Main
338,"Het Braziliaanse hooggerechtshof heeft woensdag een beroep afgewezen van president Michel Temer",Main
339,"een beroep",Main
340,"de strafzaak die tegen hem loopt",Background
341,"Daardoor mag het parlement nu beslissen of de strafrechtelijke procedure tegen het 76-jarige staatshoofd mag doorgaan",Background
342,"de strafrechtelijke procedure tegen het 76-jarige staatshoofd",Main
343,"Spaanse premier roept Catalanen op om escalatie van radicalisme en ongehoorzaamheid te stoppen",Main
345,"Stop voor eens en altijd met deze escalatie van radicalisme en ongehoorzaamheid",None
346,"Woensdagavond trokken opnieuw duizenden betogers door de straten van Barcelona om te protesteren tegen de arrestaties van een tiental Catalaanse leiders eerder op de dag",Background
347,"de arrestaties van een tiental Catalaanse leiders eerder op de dag",Background
348,"een Limburgs bedrijf plots verkozen wordt tot tweede grootste wereldverbeteraar",Main
349,"Het Nederlands-Limburgse DSM bestrijdt de honger in Afrika",None
350,"Voedingsstoffenproducent DSM uit het Nederlands-Limburgse Heerlen , die ook in Genk een vestiging heeft , staat op plaats twee van de prestigieuze lijst van ' wereldverbeteraars ' van het Amerikaanse magazine Fortune",Main
352,"DSM bouwde in Rwanda mee aan een fabriek voor onder meer babyvoeding",Background
353,"de opstart van het bedrijf",Background
354,"Harde Brexit kan België meer dan 42.000 jobs kosten",Main
355,"Harde Brexit",Background
356,"Als het tot een harde Brexit komt , dan sneuvelen in ons land 42.390 jobs",Main
357,"Als het tot een harde Brexit komt",Background
359,"in Groot-Brittannië 526.000 jobs",Background
360,"Dat voorspellen de Leuvense economen Hylke Vandenbussche , William Connell en Wouter Simons in een studie die in de reeks ' Leuvense Economische Standpunten ' gepubliceerd werd",Background
361,"N-VA-fractie verlaat parlement uit protest tegen nazispotprent",Main
362,"Francken dient klacht in",Main
363,"De N-VA-fractie is donderdagmiddag uit het parlement gelopen bij wijze van protest tegen de collage waarop N-VA staatssecretaris Theo Francken te zien is als nazisoldaat",Main
364,"Dat gebeurde toen Ecolo-Kamerlid Benoît Hellings aan het woord kwam",None
366,"de staatssecretaris een klacht voorbereidt",Main
367,"' Wat is de ondergrens van ons migratiebeleid ? '",None
368,"moest minister van Binnenlandse Zaken Jan Jambon zijn beleid verdedigen in de Kamer .",Main
369,"' De identificatie van sans-papiers is cruciaal '",None
370,"Diana Krall achter de piano in Elisabethzaal",Main
371,"antwerpen / zo 24 / 09",None
373,"Dezer dagen komt de eega van Elvis Costello naar België",Main
374,"zondag speelt ze een concert in de Antwerpse Elisabethzaal",Main
375,"maandag maakt ze haar opwachting in Bozar in Brussel",Main
376,"Krall wisselt graag af tussen origineel of modern materiaal en jazz-standards , maar op haar jongste cd Turn up the Quiet krijgt die laatste categorie alle ruimte",None
377,"Verwacht fluwelen fluistermuziek",None
378,"Peeters licht Ryanair helemaal door",Main
380,"Die is besteld door minister van Consumentenzaken Kris Peeters ( CD & V )",None
381,"Hij wil ­weten of het ­bedrijf zich schuldig maakt aan ­oneerlijke handelspraktijken",Main
382,"Harde optreden Guardia Civil",Main
383,"BARCELONA",None
384,"het harde optreden van de Guardia Civil",Main
385,"heeft de Spaanse regering net meer mensen aangezet om deel te nemen aan het ' verboden ' referendum dat de Catalaanse regering op 1 oktober wil organiseren om de onafhankelijkheid uit te roepen",Main
387,"Alternatief voor Turteltaks zorgt voor spanning binnen Vlaamse regering",None
388,"Brussel",None
389,"Tegen de septemberverklaring van maandag hoopt de Vlaamse regering een alternatief te kunnen voorstellen voor de Turteltaks",Main
390,"de septemberverklaring van maandag",Main
391,"Maar of het de 10 euro per jaar wordt die energieminister Bart Tommelein ( Open Vld ) voorstelde , is nog maar zeer de vraag",None
392,"Coalitiepartners N-VA en CD & V vrezen dat er meer geld nodig is",None
394,"De kans is groot dat Noord-Korea opnieuw een waterstofbomtest zal uitvoeren in de Stille Oceaan",Main
395,"de communistische leider Kim Jong-un de VS gewaarschuwd had dat ze hun dreigementen aan Pyongyang ' duur zouden betalen '",Main
396,"Europa vraagt onderzoek van deze krant en UHasselt naar rubberkorrels op",Main
397,"onderzoek van deze krant en UHasselt naar rubberkorrels",Background
398,"Het onderzoek van Het Belang van Limburg en de UHasselt naar de samenstelling van rubberkorrels op de Limburgse kunstgrasvelden is opgevraagd door de European Chemicals Agency ( ECHA )",Main
399,"Het onderzoek van Het Belang van Limburg en de UHasselt naar de samenstelling van rubberkorrels op de Limburgse kunstgrasvelden",Background
401,"Meisje dat Mexicaanse aardbeving ' overleefde ' , bestaat niet",Main
402,"Media van over de hele wereld berichtten gisteren over de reddingsacties die overlevende Frida Sofía ( 12 ) vanonder het puin van haar Mexicaanse school moesten halen na de aardbeving daar",Main
403,"de reddingsacties die overlevende Frida Sofía ( 12 ) vanonder het puin van haar Mexicaanse school moesten halen na de aardbeving daar",Background
404,"De Mexicaanse veiligheidstroepen maakten nu echter bekend dat er helemaal geen meisje onder het puin ligt",Main
405,"er helemaal geen meisje onder het puin ligt",Main
406,"Grote vechtpartij breekt uit tijdens speech Erdogan in New York",Main
408,"Vier demonstranten onderbraken zijn toespraak",Main
409,"werden kort nadien uit de zaal verwijderd",Background
410,"Ondertussen lieten de aanhangers van het staatshoofd het niet na om de mannen enkele harde klappen te bezorgen",Background
411,"Trump dreigt opnieuw : ' Kim Jong-un is duidelijk een gek '",Main
412,"De Amerikaanse president Donald Trump heeft gereageerd op de beledigingen van de Noord-Koreaanse leider Kim Jong-un",Background
413,"Het opbod tussen beide kernmachten gaat voort",Background
415,"Laurette Onkelinx heeft vrijdag in de onderzoekscommissie Samusocial verklaard dat nooit voor Samusocial is tussengekomen buiten haar rol als voorzitster van de Brusselse PS-federatie",Main
416,"In die functie was zijn formatrice van de Brusselse regering",None
